county,sub_county,Disease/ Condition,Number at Risk
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),128
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),105
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),98
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),97
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),127
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),96
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),98
Marsabit,Moyale,Pneumonia,61
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),63
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),126
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),95
Samburu,Samburu West,Helminthiasis,21
Marsabit,Laisamis,Brucellosis,1
Tana River,Bura,Pneumonia,29
Marsabit,Moyale,Malaria,51
Marsabit,Moyale,Pneumonia,223
Marsabit,Moyale,Enterotoxaemia,73
Marsabit,Moyale,Malaria,34
Marsabit,Moyale,Goat Pox,25
Marsabit,Moyale,Helminthiasis,61
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),89
Tana River,Bura,Pneumonia,34
Tana River,Bura,Pneumonia,41
Tana River,Bura,Pneumonia,46
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),146
Tana River,Bura,Pneumonia,57
Tana River,Bura,Pneumonia,34
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),94
Tana River,Bura,Pneumonia,51
Tana River,Bura,Pneumonia,68
Marsabit,Laisamis,Haemorrhagic septicemia,1
Tana River,Bura,Pneumonia,59
Tana River,Bura,Pneumonia,38
Tana River,Bura,Pneumonia,56
Tana River,Bura,Pneumonia,126
Tana River,Bura,Pneumonia,46
Tana River,Bura,Pneumonia,49
Tana River,Bura,Pneumonia,53
Tana River,Bura,Pneumonia,59
Marsabit,Laisamis,Rift Valley Fever (RVF),3
Tana River,Bura,Pneumonia,38
Tana River,Bura,Pneumonia,52
Marsabit,Moyale,Trypanosomiasis,12
Tana River,Bura,Pneumonia,96
Tana River,Bura,Pneumonia,46
Makueni,Kilome,Newcastle Disease (NCD),300
Marsabit,Moyale,Trypanosomiasis,16
Makueni,Kilome,Pneumonia,6
Tana River,Bura,Pneumonia,43
Marsabit,Moyale,Trypanosomiasis,18
Makueni,Kilome,East Coast Fever(ECF),10
Makueni,Kilome,Trypanosomiasis,8
Makueni,Kilome,Anaplasmosis,8
Busia,Teso North,Lumpy Skin Disease (LSD),49
Taita Taveta,Taveta,Helminthiasis,5
Mombasa,Nyali,Helminthiasis,4
Mombasa,Nyali,Helminthiasis,17
Mombasa,Nyali,Helminthiasis,1
Nyeri,Mukurweini,East Coast Fever(ECF),3
Tana River,Bura,Animal bites,5
Taita Taveta,Voi,Helminthiasis,1
Tana River,Bura,Animal bites,76
Kakamega,Lugari,Foot and Mouth Disease (FMD),80
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),146
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),106
Tana River,Bura,Helminthiasis,23
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),109
Vihiga,Hamisi,Wart Infection,0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),86
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),122
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),135
Taita Taveta,Taveta,Helminthiasis,15
Marsabit,Moyale,Helminthiasis,0
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),106
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),153
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),139
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),98
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),127
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),128
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),136
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),106
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),95
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),153
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),132
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),129
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),112
Marsabit,Moyale,Helminthiasis,0
Marsabit,North Horr,Rabies,3
Marsabit,North Horr,Rift Valley Fever (RVF),27
Marsabit,North Horr,Peste des Petit Ruminants (PPR),36
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),126
Marsabit,North Horr,Rift Valley Fever (RVF),20
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),135
Tana River,Bura,Trypanosomiasis,13
Busia,Teso South,Lumpy Skin Disease (LSD),3
Tana River,Bura,Pneumonia,32
Marsabit,North Horr,Brucellosis,23
Marsabit,Moyale,Poisoning,35
Busia,Teso South,Brucellosis,1
Marsabit,North Horr,Helminthiasis,63
Kakamega,Butere,East Coast Fever(ECF),0
Marsabit,Moyale,Poisoning,12
Busia,Teso North,Lumpy Skin Disease (LSD),18
Marsabit,Moyale,Caprine arthritis ,6
Marsabit,Moyale,Babeosis,65
Marsabit,Moyale,Pneumonia,65
Busia,Matayos,Trypanosomiasis,14
Busia,Teso South,Abdominal Hernia,12
Busia,Teso North,Trypanosomiasis,3
Busia,Matayos,Anaplasmosis,16
Marsabit,Moyale,Helminthiasis,65
Marsabit,Moyale,Peste des Petit Ruminants (PPR),100
Marsabit,Moyale,Enterotoxaemia,59
Tana River,Bura,Helminthiasis,5
Kakamega,Lurambi,Lumpy Skin Disease (LSD),2
Marsabit,Moyale,Arthritis,30
Kitui,Kitui South,Heart Water,36
Marsabit,Moyale,Peste des Petit Ruminants (PPR),97
Marsabit,Moyale,Arthritis,10
Marsabit,Moyale,Peste des Petit Ruminants (PPR),31
Marsabit,Moyale,Coenurosis ,23
Marsabit,Moyale,Brucellosis,100
Marsabit,Moyale,Peste des Petit Ruminants (PPR),29
Bomet,Bomet East,Pneumonia,0
Marsabit,Moyale,Animal bites,9
Marsabit,Moyale,Peste des Petit Ruminants (PPR),70
Marsabit,Laisamis,Brucellosis,24
Busia,Nambale,East Coast Fever(ECF),5
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),6
Busia,Teso South,African Swine Fever (ASF),5
Marsabit,Moyale,Tetanus,4
Marsabit,Laisamis,Rift Valley Fever (RVF),23
Narok,Narok South,Foot and Mouth Disease (FMD),28
Elgeyo/Marakwet,Marakwet East,No,8
Marsabit,Laisamis,Rift Valley Fever (RVF),25
Busia,Matayos,Pink Eye,1
Marsabit,Laisamis,Contagious Bovine Pleuropneumonia (CBPP),3
Marsabit,Laisamis,Brucellosis,21
Marsabit,Laisamis,Kerato Conjuctivities ,1
Taita Taveta,Voi,Leg Fracture ,3
Siaya,Alego Usonga,Heart Water,3
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),135
Taita Taveta,Voi,Anaplasmosis,1
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),129
Marsabit,Moyale,Pneumonia,37
Marsabit,Laisamis,Predation by Hynes ,2
Marsabit,Moyale,Brucellosis,37
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),186
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),153
Marsabit,Laisamis,Brucellosis,1
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),149
Busia,Teso South,Trypanosomiasis,4
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),148
Tana River,Bura,Pneumonia,58
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),176
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),186
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),198
Tana River,Bura,Pneumonia,56
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),205
Tana River,Bura,Pneumonia,53
Tana River,Bura,Pneumonia,52
Tana River,Bura,Pneumonia,48
Tana River,Bura,Pneumonia,55
Tana River,Bura,Pneumonia,59
Tana River,Bura,Pneumonia,65
Tana River,Bura,Pneumonia,54
Tana River,Bura,Pneumonia,51
Tana River,Bura,Pneumonia,47
Tana River,Bura,Pneumonia,51
Marsabit,Moyale,Brucellosis,43
Tana River,Bura,Pneumonia,58
Tana River,Bura,Pneumonia,39
Tana River,Bura,Pneumonia,38
Tharaka-Nithi,Maara,Pneumonia,49
Tharaka-Nithi,Chuka/Igambang'Ombe,Pneumonia,49
Tana River,Bura,Pneumonia,49
Tana River,Bura,Pneumonia,49
Tana River,Bura,Pneumonia,52
Marsabit,Moyale,Rift Valley Fever (RVF),21
Marsabit,Moyale,Brucellosis,15
Makueni,Kilome,Helminthiasis,6
Marsabit,Moyale,Pneumonia,16
Taita Taveta,Voi,East Coast Fever(ECF),1
Marsabit,Moyale,Rift Valley Fever (RVF),7
Marsabit,Moyale,Brucellosis,73
Marsabit,Moyale,East Coast Fever(ECF),2
Busia,Matayos,Lumpy Skin Disease (LSD),1
Vihiga,Emuhaya, Locia,1
Nairobi,Kasarani,Rabies,4
Makueni,Kilome,Pneumonia,14
Makueni,Kilome,Pneumonia,5
Makueni,Kilome,Anaplasmosis,8
Samburu,Samburu West,Foot and Mouth Disease (FMD),120
Makueni,Kilome,Anaplasmosis,6
Samburu,Samburu West,Contagious Caprine Pleuropneumonia (CCPP),56
Makueni,Kilome,Pneumonia,15
Makueni,Kilome,Heart Water,7
Marsabit,Moyale,Malaria,32
Samburu,Samburu West,Peste des Petit Ruminants (PPR),96
Nyandarua,Ol Jorok,Foot and Mouth Disease (FMD),6
Siaya,Alego Usonga,Tryps ,6
Siaya,Alego Usonga,Helminthes,6
Siaya,Alego Usonga,Anaplasmosis,3
Nyeri,Kieni,Foot and Mouth Disease (FMD),7
Makueni,Kilome,Newcastle Disease (NCD),320
Marsabit,Moyale,Pneumonia,25
Marsabit,Moyale,Brucellosis,10
Marsabit,Moyale,Torticolis,85
Siaya,Alego Usonga,Anaplasmosis,2
Samburu,Samburu West,Foot and Mouth Disease (FMD),130
Marsabit,Moyale,Pneumonia,99
Busia,Matayos,Anaplasmosis,1
Trans Nzoia,Cherangany,Pneumonia,129
Trans Nzoia,Cherangany,Pneumonia,76
Turkana,Turkana East,Pneumonia,109
Marsabit,Moyale,Peste des Petit Ruminants (PPR),58
Tana River,Bura,Pneumonia,53
Turkana,Turkana East,Contagious Caprine Pleuropneumonia (CCPP),159
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),157
Turkana,Turkana East,Pneumonia,95
Tana River,Bura,Pneumonia,49
Turkana,Turkana East,Pneumonia,185
Turkana,Turkana East,Contagious Caprine Pleuropneumonia (CCPP),165
Turkana,Turkana East,Contagious Caprine Pleuropneumonia (CCPP),153
Uasin Gishu,Soy,Pneumonia,109
Uasin Gishu,Soy,Contagious Caprine Pleuropneumonia (CCPP),149
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),176
Uasin Gishu,Soy,Contagious Caprine Pleuropneumonia (CCPP),137
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),195
Uasin Gishu,Soy,Pneumonia,157
Marsabit,Moyale,Trypanosomiasis,60
Tana River,Bura,Pneumonia,238
Uasin Gishu,Kesses,Contagious Caprine Pleuropneumonia (CCPP),136
Vihiga,Sabatia,Contagious Caprine Pleuropneumonia (CCPP),138
Vihiga,Sabatia,Pneumonia,75
Vihiga,Vihiga,Pneumonia,68
Vihiga,Vihiga,Contagious Caprine Pleuropneumonia (CCPP),206
Vihiga,Luanda,Pneumonia,94
Vihiga,Emuhaya,Pneumonia,95
Vihiga,Luanda,Pneumonia,132
Vihiga,Emuhaya,Pneumonia,97
Vihiga,Vihiga,Pneumonia,95
Vihiga,Hamisi,Contagious Caprine Pleuropneumonia (CCPP),184
Tana River,Bura,Pneumonia,89
Vihiga,Vihiga,Contagious Caprine Pleuropneumonia (CCPP),138
Vihiga,Sabatia,Contagious Caprine Pleuropneumonia (CCPP),98
Vihiga,Sabatia,Contagious Caprine Pleuropneumonia (CCPP),214
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),108
Tana River,Bura,Pneumonia,86
Tana River,Bura,Pneumonia,87
Vihiga,Hamisi,Contagious Caprine Pleuropneumonia (CCPP),199
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),156
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),197
Taita Taveta,Voi,Limping ,0
Vihiga,Emuhaya,Contagious Caprine Pleuropneumonia (CCPP),138
Taita Taveta,Voi,Poor Body Condition ,0
Marsabit,Laisamis,Rift Valley Fever (RVF),85
Marsabit,Moyale,Fowl paralysis,26
Taita Taveta,Wundanyi,Trypanosomiasis,4
Marsabit,Moyale,Laryngotracheitis,26
Nyandarua,Kinangop,Lumpy Skin Disease (LSD),4
Marsabit,Saku,Dystocia,0
Busia,Nambale,East Coast Fever(ECF),1
Marsabit,Moyale,Brucellosis,45
Marsabit,Moyale,Peste des Petit Ruminants (PPR),100
Elgeyo/Marakwet,Marakwet East,Anaplasmosis,5
Siaya,Alego Usonga,Trauma,14
Elgeyo/Marakwet,Marakwet West,East Coast Fever(ECF),4
Siaya,Gem,Bovine Papillomatosis ,20
Marsabit,Moyale,Brucellosis,80
Marsabit,Moyale,Brucellosis,60
Busia,Matayos,Helminthiasis,3
Siaya,Ugunja,Lumpy Skin Disease (LSD),4
Marsabit,Moyale,Brucellosis,38
Busia,Teso South,Trypanosomiasis,2
Busia,Matayos,Anaplasmosis,2
Marsabit,Moyale,Brucellosis,16
Busia,Matayos,0,1
Kwale,Kinango,Heart Water,7
Nandi,Aldai,Anaplasmosis,3
Kwale,Kinango,Coccidosis,200
Kwale,Kinango,Newcastle Disease (NCD),11
Marsabit,Moyale,Brucellosis,13
Kwale,Kinango,Enterotoxaemia,16
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),6
Kwale,Kinango,Pneumonia,15
Marsabit,Moyale,Brucellosis,13
Kwale,Kinango,Helminthiasis,58
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),8
Kwale,Kinango,Helminthiasis,8
Marsabit,Moyale,Brucellosis,38
Kwale,Kinango,Helminthiasis,6
Kwale,Kinango,Orf,9
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),8
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),15
Marsabit,Moyale,Pneumonia,28
Marsabit,Moyale,Brucellosis,55
Taita Taveta,Taveta,Trypanosomiasis,35
Taita Taveta,Voi,Pneumonia,0
Siaya,Ugenya,Streptothricosis,5
Marsabit,Moyale,Pneumonia,52
Taita Taveta,Voi,Coccidosis,30
Marsabit,Moyale,Brucellosis,45
Kakamega,Malava,Black Quarter,1
Kajiado,Kajiado West,Lumpy Skin Disease (LSD),0
Elgeyo/Marakwet,Keiyo North,East Coast Fever(ECF),10
Marsabit,Moyale,Goat Pox,13
Vihiga,Vihiga,Anaplasmosis,2
Marsabit,Moyale,Foot Rot,21
Marsabit,Moyale,Brucellosis,43
Taita Taveta,Taveta,Trypanosomiasis,15
Baringo,Baringo South,Foot and Mouth Disease (FMD),35
Vihiga,Vihiga,Coccidosis,50
Kakamega,Malava,Pneumonia,2
Marsabit,Moyale,Brucellosis,31
Busia,Teso South,Helminthiasis,0
Elgeyo/Marakwet,Keiyo South,Rabies,18
Siaya,Alego Usonga,Mastitis ,0
Uasin Gishu,Turbo,Anthrax,4
Nairobi,Kasarani,Aggressiveness due to loneliness ,2
Taita Taveta,Voi,East Coast Fever(ECF),1
Marsabit,Moyale,Pneumonia,130
Siaya,Alego Usonga,Anaplasmosis,18
Makueni,Kaiti,Helminthiasis,0
Siaya,Alego Usonga,Pneumonia,11
Marsabit,Moyale,Mange,58
Marsabit,Moyale,Brucellosis,18
Nyeri,Tetu,Lumpy Skin Disease (LSD),1
Marsabit,Moyale,Animal bites,15
Marsabit,Moyale,Brucellosis,16
Marsabit,Moyale,Brucellosis,41
Marsabit,Moyale,Helminthiasis,15
Marsabit,Moyale,Pneumonia,44
Marsabit,Moyale,Brucellosis,21
Siaya,Alego Usonga,Trypanosomiasis,4
Narok,Narok South,Helminthiasis,123
Marsabit,Moyale,Peste des Petit Ruminants (PPR),63
Siaya,Alego Usonga,Brucellosis,1
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),9
Garissa,Garissa Township,Contagious Caprine Pleuropneumonia (CCPP),86
Vihiga,Vihiga,Trypanosomiasis,13
Makueni,Makueni,Pneumonia,3
Taita Taveta,Wundanyi,Trypanosomiasis,2
Taita Taveta,Mwatate,Anaplasmosis,1
Busia,Teso South,Brucellosis,2
Taita Taveta,Voi,Demedicosis,37
Taita Taveta,Mwatate,Myiasis,0
Kwale,Kinango,Helminthiasis,24
Kakamega,Malava,Helminthiasis,4
Taita Taveta,Mwatate,Myiasis,0
Makueni,Kilome,Rabies,2
Makueni,Makueni,Rabies,6
Taita Taveta,Mwatate,Trypanosomiasis,7
Marsabit,Moyale,Brucellosis,35
Kakamega,Butere,East Coast Fever(ECF),0
Taita Taveta,Voi,Myiasis,0
Taita Taveta,Mwatate,Trypanosomiasis,0
Siaya,Alego Usonga,Oestrus ovina,0
Siaya,Alego Usonga,Helminthiasis,9
Siaya,Alego Usonga,Newcastle Disease (NCD),21
Taita Taveta,Mwatate,Trypanosomiasis,9
Taita Taveta,Mwatate,Wound,9
Taita Taveta,Mwatate,East Coast Fever(ECF),2
Vihiga,Vihiga,Anaplasmosis,7
Taita Taveta,Mwatate,Diarrhoea,79
Vihiga,Hamisi,Lumpy Skin Disease (LSD),0
Taita Taveta,Mwatate,Pink Eye Infection,66
Taita Taveta,Mwatate,Diarrhoea,9
Taita Taveta,Taveta,Lumpy Skin Disease (LSD),10
Taita Taveta,Taveta,Lumpy Skin Disease (LSD),20
Marsabit,Moyale,Pneumonia,35
Nakuru,Rongai,Sweating Sickness,0
Taita Taveta,Mwatate,GIT Infection,1
Taita Taveta,Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Mwatate,Trypanosomiasis,1
Vihiga,Emuhaya,Helminthiasis,25
Taita Taveta,Mwatate,Trypanosomiasis,3
Marsabit,Moyale,Vitamin D deficiency,12
Taita Taveta,Mwatate,Fowl Pox,14
Vihiga,Sabatia,Helminthiasis,4
Bomet,Bomet East,Helminthiasis,0
Vihiga,Sabatia,Helminthiasis,6
Samburu,Samburu West,Animal bites,3
Taita Taveta,Mwatate,Physical Trauma,2
Marsabit,Moyale,Brucellosis,36
Siaya,Gem,Helminthiasis,9
Vihiga,Emuhaya,Helminthiasis,3
Marsabit,Laisamis,Rift Valley Fever (RVF),89
Samburu,Samburu West,Pneumonia,5
Siaya,Gem,East Coast Fever(ECF),2
Taita Taveta,Mwatate,Trypanosomiasis,1
Kakamega,Malava,Pink Eye ,9
Elgeyo/Marakwet,Marakwet East,Rabies,17
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Makueni,Kaiti,Pneumonia,2
Makueni,Kibwezi East,Poisoning,5
Marsabit,North Horr,Helminthiasis,287
Elgeyo/Marakwet,Marakwet West,Ephemeral Fever,3
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Mombasa,Nyali,Ear Canker,21
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Uasin Gishu,Turbo,East Coast Fever(ECF),6
Makueni,Kaiti,Liver Abscess,1
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Samburu,Samburu West,Water Intoxication ,30
Taita Taveta,Taveta,Trypanosomiasis,3
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Marsabit,Moyale,Helminthiasis,36
Samburu,Samburu West,Aflatoxin ,12
Samburu,Samburu West,East Coast Fever(ECF),9
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Marsabit,Moyale,Peste des Petit Ruminants (PPR),56
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Samburu,Samburu West,Helminthiasis,33
Marsabit,Moyale,Peste des Petit Ruminants (PPR),50
Busia,Teso South,Lumpy Skin Disease (LSD),3
Kajiado,Kajiado Central,Foot and Mouth Disease (FMD),97
Marsabit,Moyale,Brucellosis,51
Vihiga,Hamisi,Lumpy Skin Disease (LSD),0
Makueni,Kaiti,Hide Limb Fracture,0
Marsabit,Moyale,Peste des Petit Ruminants (PPR),64
Marsabit,Moyale,Brucellosis,14
Marsabit,Moyale,Brucellosis,24
Marsabit,Moyale,Helminthiasis,17
Busia,Teso South,Black Quarter,7
Marsabit,Moyale,Peste des Petit Ruminants (PPR),85
Marsabit,Moyale,Brucellosis,35
Marsabit,Moyale,Caseous Lymphanitis,35
Marsabit,Moyale,Helminthiasis,26
Marsabit,Moyale,Brucellosis,21
Nakuru,Gilgil,Sheep Pox,107
Marsabit,Moyale,Poisoning,54
Marsabit,Moyale,Poisoning,20
Marsabit,Moyale,Peste des Petit Ruminants (PPR),51
Siaya,Alego Usonga,Fowl Pox,12
Marsabit,Moyale,Peste des Petit Ruminants (PPR),63
Marsabit,North Horr,Helminthiasis,150
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),1
Marsabit,Moyale,Brucellosis,34
Bomet,Bomet East,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,23
Siaya,Alego Usonga,Goat Pox,2
Kwale,Kinango,Pneumonia,20
Marsabit,Moyale,Pneumonia,14
Marsabit,Moyale,Circling,13
Kisumu,Kisumu East,East Coast Fever(ECF),3
Vihiga,Emuhaya, Abscess,1
Makueni,Kibwezi West,Retained Placenta,3
Kisumu,Kisumu East,East Coast Fever(ECF),5
Marsabit,North Horr,Animal bites,0
Kisumu,Kisumu Central,0,2
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),3
Elgeyo/Marakwet,Marakwet West,Rabies,1
Taita Taveta,Mwatate,Pneumonia,5
Siaya,Alego Usonga,Anaphylaxis ,3
Siaya,Alego Usonga,Heart Water,2
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),2
Elgeyo/Marakwet,Marakwet East,Anaplasmosis,3
Taita Taveta,Mwatate,Coccidosis,8
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),5
Elgeyo/Marakwet,Marakwet East,Pneumonia,51
Taita Taveta,Voi,Pneumonia,15
Taita Taveta,Wundanyi,Retained Afterbirth ,0
Kwale,Kinango,Pneumonia,10
Marsabit,North Horr,Footrot,5
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),1
Marsabit,Moyale,Brucellosis,54
Marsabit,Moyale, Pneumonia ,1
Kakamega,Likuyani,Helminthiasis,1
Marsabit,Moyale,Brucellosis,10
Kakamega,Likuyani,Helminthiasis,3
Marsabit,Moyale,Animal bites,15
Marsabit,Saku,Brucellosis,20
Marsabit,Saku,Rift Valley Fever (RVF),12
Kakamega,Likuyani,East Coast Fever(ECF),4
Taita Taveta,Mwatate,Anaplasmosis ,21
Marsabit,Laisamis,Rift Valley Fever (RVF),24
Marsabit,Laisamis,Trypanosomiasis,9
Taita Taveta,Voi,Mange,1
Siaya,Alego Usonga,East Coast Fever(ECF),2
Kakamega,Shinyalu,Pneumonia,0
Kwale,Kinango,Helminthiasis,9
Kwale,Kinango,Helminthiasis,9
Kwale,Kinango,Pneumonia,8
Kwale,Kinango,Helminthiasis,15
Makueni,Kibwezi East,Pneumonia,7
Kwale,Kinango,Pneumonia,3
Kwale,Kinango,Helminthiasis,0
Taita Taveta,Taveta,East Coast Fever(ECF),20
Taita Taveta,Taveta,East Coast Fever(ECF),3
Kwale,Kinango,Pneumonia,6
Vihiga,Sabatia,Peste des Petit Ruminants (PPR),113
Taita Taveta,Taveta,Trypanosomiasis,5
Busia,Butula,Enterotoxaemia,4
Marsabit,Moyale,Helminthiasis,33
Taita Taveta,Taveta,Helminthiasis,15
Marsabit,Moyale,Peste des Petit Ruminants (PPR),52
Busia,Nambale,Coccidosis,2
Marsabit,Moyale,Brucellosis,25
Marsabit,Moyale,Peste des Petit Ruminants (PPR),89
Marsabit,Moyale,Helminthiasis,45
Marsabit,Moyale,Brucellosis,88
Marsabit,Moyale,Brucellosis,71
Siaya,Gem,Helminthiasis,3
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),2
Marsabit,Moyale,Brucellosis,18
Marsabit,Moyale,Brucellosis,88
Marsabit,Moyale,Brucellosis,6
Marsabit,Moyale,Mange,26
Marsabit,Laisamis,Hyenas ,1
Makueni,Kaiti,Helminthiasis,3
Marsabit,Moyale,Brucellosis,15
Makueni,Kaiti,East Coast Fever(ECF),4
Busia,Teso South,Lumpy Skin Disease (LSD),8
Makueni,Kaiti,East Coast Fever(ECF),0
Vihiga,Hamisi,Foot and Mouth Disease (FMD),2
Kakamega,Malava,East Coast Fever(ECF),1
Vihiga,Sabatia,East Coast Fever(ECF),1
Makueni,Kaiti,East Coast Fever(ECF),1
Marsabit,Moyale,Enterotoxaemia,67
Vihiga,Hamisi,Compound Fructure,3
Kajiado,Kajiado West,Lumpy Skin Disease (LSD),15
Marsabit,Moyale,Peste des Petit Ruminants (PPR),71
Marsabit,Moyale,Poisoning,120
Marsabit,Moyale,Brucellosis,13
Makueni,Kaiti,Retained Placenta ,1
Marsabit,Moyale,Mange,36
Marsabit,Moyale,Pneumonia,64
Marsabit,Moyale,Trypanosomiasis,11
Vihiga,Emuhaya,Helminthiasis,107
Busia,Teso South,Helminthiasis,5
Busia,Samia,Suspected Snake Bite,5
Bomet,Bomet East,Helminthiasis,0
Taita Taveta,Voi,Canine Distemper,0
Taita Taveta,Voi,East Coast Fever(ECF),6
Vihiga,Vihiga,Anaplasmosis,1
Samburu,Samburu West,Animal bites,47
Elgeyo/Marakwet,Keiyo South,Brucellosis,5
Tana River,Bura,Trypanosomiasis,21
Elgeyo/Marakwet,Marakwet East,Helminthiasis,20
Busia,Matayos,Cervical Prolapse In An Incalf Cow,1
