county,Sub_County,Ward,Latitude,Longitude,Locality,Start_Outbreak_Event,Report_Date,Disease_Condition,Nature_of_Diagnosis,Test_Used,Species_Affected,Number_at_Risk,Number_Sick,Number_Dead,Number_Slaughtered,Number_Destroyed,Production_System,Number_Humans_Affected_zoonosis,Disease_Control_Method,Number_Vaccinated,Organisation_GOK_Private,Source
Kajiado,Kajiado West,Magadi,-1.938733262,36.30193055,Village/Farm,8/24/2024,8/24/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,100,20,3,2,0,Extensive,0,"[Treatment, Vector Control]",100,GOK,KABS
Kajiado,Kajiado West,Magadi,-1.93866854,36.30182007,Village/Farm,8/24/2024,8/24/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,30,15,3,4,2,Mixed,0,"[Treatment, Vector Control, Isolation]",30,GOK,KABS
Kajiado,Kajiado West,Iloodokilani,-1.8893681,36.5859384,Crush,8/30/2024,8/30/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,65,5,0,2,0,Mixed,0,"[Treatment, Vaccination, Isolation]",65,GOK,KABS
Kajiado,Kajiado West,Iloodokilani,-1.870242865,36.54265658,Crush,8/30/2024,8/30/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,38,8,1,0,0,Extensive,0,"[Treatment, Vaccination, Isolation]",38,GOK,KABS
Nairobi,Embakasi East,Mihango,-1.274191667,36.99077333,Village/Farm,12/5/2024,12/5/2024,Rabies,Clinical,,Dogs,1,1,0,0,1,Intensive,0,"[Stamping Out, Vaccination]",0,GOK,KABS
Kajiado,Kajiado West,Magadi,-1.915718664,36.50119864,Village/Farm,8/27/2024,8/27/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,30,5,1,2,0,Intensive,0,"[Treatment, Quarantine, Isolation]",30,GOK,KABS
Kwale,Kinango,Puma,-4.035715,39.164609,Village/Farm,8/28/2024,8/28/2024,Helminthiasis,Clinical,,Goats,12,10,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Kajiado,Kajiado West,Iloodokilani,-2.076655931,36.53774657,Village/Farm,8/29/2024,8/29/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,32,23,2,0,0,Mixed,0,"[Treatment, Vaccination, Vector Control]",1,GOK,KABS
Kajiado,Kajiado West,Magadi,-1.828012521,36.39272201,Village/Farm,8/26/2024,8/26/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,60,6,22,0,2,Intensive,0,"[Treatment, Vaccination, Isolation]",60,GOK,KABS
Kajiado,Kajiado West,Iloodokilani,-1.870142341,36.54287742,Crush,8/30/2024,8/30/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,32,2,0,1,0,Mixed,0,"[Treatment, Vaccination, Vector Control]",32,GOK,KABS
Kajiado,Kajiado West,Iloodokilani,-2.076372174,36.53806496,Crush,8/29/2024,8/29/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,85,3,0,0,1,Mixed,0,"[Treatment, Vector Control, Isolation]",85,GOK,KABS
Kwale,Kinango,Puma,-3.9442963,39.0774237,Village/Farm,8/28/2024,8/28/2024,Helminthiasis,Clinical,,Goats,15,7,0,0,0,Extensive,0,"[Treatment, Other]",0,GOK,KABS
Kwale,Kinango,Puma,-3.9445166,38.9640347,Village/Farm,8/28/2024,8/28/2024,Pneumonia,Clinical,,Goats,10,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Garissa,Balambala,Sankuri,-0.33343,3959357,Crush,10/20/2024,10/20/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,400,10,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kitui,Kitui Central,Township,-1.369435,38.0088651,Village/Farm,12/9/2024,12/9/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,1,2,0,0,0,Extensive,0,"[Treatment, Quarantine]",0,GOK,KABS
Tharaka-Nithi,Maara,Muthambi,,,Village/Farm,9/24/2024,9/24/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,,[Treatment],15,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.2317358,37.6481419,Village/Farm,8/28/2024,8/28/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,2,2,0,0,0,Intensive,,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.29727,39.55836,Crush,10/17/2024,10/17/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,300,8,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Maara,Muthambi,-0.2877083,37.7785583,Village/Farm,8/29/2024,8/29/2024,Cellulitis ,Clinical,,Cattle,10,3,0,0,0,Intensive,,"[Treatment, Isolation]",0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.2312978,37.6394937,Village/Farm,11/4/2024,11/4/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,4,1,0,0,0,Intensive,,"[Treatment, Isolation]",5,GOK,KABS
Garissa,Balambala,Sankuri,-0.18931,39.61035,Crush,11/6/2024,11/6/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,250,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Matuga,Tsimba Golini,-4.1739791,39.450368,Village/Farm,11/29/2024,11/29/2024,Helminthiasis,Clinical,,Goats,10,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kwale,Kinango,Mackinnon Road,-3.7246747,39.029877,Village/Farm,12/3/2024,12/3/2024,Trypanosomiasis,Clinical,,Cattle,9,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.02846,39.49081,Crush,11/1/2024,11/1/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,350,10,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.18811,39.60985,Crush,11/2/2024,11/2/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,350,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.02846,39.49081,Crush,11/1/2024,11/1/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,250,8,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.42333,39.65811,Crush,10/8/2024,10/8/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,300,8,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.2013,39.61874,Crush,10/31/2024,10/31/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,400,14,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.42333,39.65811,Crush,10/15/2024,10/15/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,250,12,3,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.02846,39.49081,Crush,10/29/2024,10/29/2024,Contagious Ecthyma ,Clinical,,Goats,250,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.20103,39.61874,Crush,10/31/2024,10/31/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,300,12,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.02846,39.49081,Crush,10/29/2024,10/29/2024,Contagious Ecthyma ,Clinical,,Sheep,200,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.42333,39.65811,Crush,10/15/2024,10/15/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,200,9,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Balambala,Sankuri,-0.20103,39.61874,Crush,10/25/2024,10/25/2024,Contagious Ecthyma,Clinical,,Goats,500,16,3,0,0,Extensive,0,[Treatment],0,GOK,KABS
Tana River,Bura,Hirimani,-1.1992712,39.8336351,Abattoir,12/10/2024,12/10/2024,Pneumonia,Post Mortem,,Goats,6,1,0,6,0,,0,Slaughter ,0,GOK,KABS
Marsabit,Moyale,Butiye,3.031477,38.949752,Village/Farm,12/7/2024,12/7/2024,Footrot,Clinical,,Goats,240,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Bungoma,Tongaren,Milima,0.7610012,34.8498272,Village/Farm,12/10/2024,12/10/2024,East Coast Fever(ECF),Clinical,,Cattle,7,1,0,0,0,Mixed,0,"[Treatment, Vector Control]",0,GOK,KABS
Garissa,Balambala,Sankuri,-0.20103,39.61874,Crush,10/25/2024,10/25/2024,Contagious Ecthyma ,Clinical,,Sheep,300,12,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Garissa,Garissa Township,Iftin,-0.477605565,39.71024154,Village/Farm,10/1/2024,10/1/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,6,65,5,0,0,Extensive,,[Vaccination],0,GOK,KABS
Marsabit,Moyale,Butiye,3.031477,38.949752,Village/Farm,12/7/2024,12/7/2024,Foot root,Clinical,,Goats,120,10,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.27003714,34.36409487,Village/Farm,12/7/2024,12/7/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,4,1,0,0,0,Extensive,,"[Treatment, Vector Control]",0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,12/7/2024,12/7/2024,Foot Root,Clinical,,Goats,30,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,12/7/2024,12/7/2024,Brucellosis,Clinical,,Goats,15,3,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0821288,34.24928,Village/Farm,12/10/2024,12/10/2024,Helminthiasis,Clinical,,Sheep,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Busia,Teso South,Amukura Central,0.5260814,34.3044867,Village/Farm,12/7/2024,12/7/2024,Enterotoxaemia,Clinical,,Sheep,6,2,1,0,1,Intensive,0,"[Treatment, Isolation, Other]",0,GOK,KABS
Tana River,Garsen,Garsen West,-2.2688907,40.1120679,Village/Farm,12/1/2024,12/1/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,107,3,0,0,0,Extensive,0,"[Vaccination, Quarantine]",0,GOK,KABS
Kakamega,Malava,Chemuche,0.4463516,34.8587951,Village/Farm,12/10/2024,12/10/2024,Pink Eye Infection ,Clinical,,Cattle,8,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Butiye,3.031477,38.949752,Village/Farm,12/8/2024,12/8/2024,Helminthiasis,Clinical,,Goats,120,4,1,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Mbooni,Waia-Kako,-1.7345638,37.6374978,Village/Farm,12/10/2024,12/10/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,3,3,0,0,0,Mixed,0,[Isolation],0,GOK,KABS
Marsabit,Moyale,Golbo,3.327542,39.221995,Village/Farm,12/6/2024,12/6/2024,Brucellosis,Clinical,,Goats,25,5,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Teso South,Ang'Orom,0.4608336,34.1220709,Village/Farm,12/10/2024,12/10/2024,African Swine Fever (ASF),Clinical,,Pigs,3,1,1,0,1,Extensive,0,"[Vaccination, Isolation]",0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3673267,38.3243433,Village/Farm,12/10/2024,12/10/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Mwatate,Chawia,-3.6251456,38.3661229,Village/Farm,11/25/2024,11/25/2024,Suspected Canine tick Borne Fever (Babesiosis and Or Canine Ehrlichiosis.,Clinical,,Dogs,1,1,0,0,0,Intensive,0,"[Treatment, Vaccination, Vector Control, Other]",2,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0600334,34.2881885,Village/Farm,12/9/2024,12/9/2024,Black Quarter,Clinical,,Cattle,4,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Usonga,0.1115522,34.1078096,Village/Farm,12/1/2024,12/1/2024,Helminthiasis,Clinical,,Cattle,4,2,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Kajiado,Kajiado East,Kaputiei North,,,Village/Farm,9/25/2024,9/25/2024,Babesiosis ,Clinical,,Cattle,5,1,0,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Makueni,Makueni,Nzaui/Kilili/Kalamba,-1.9669017,37.5326338,Village/Farm,12/6/2024,12/6/2024,Helminthiasis,Clinical,,Cattle,12,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Kajiado,Kajiado East,Kaputiei North,,,Village/Farm,9/27/2024,9/27/2024,Pneumonia,Clinical,,Cattle,1,2,1,0,0,Extensive,0,"[Treatment, Vector Control]",0,GOK,KABS
Narok,Narok South,Majimoto/Naroosura,-1.5274882,35.8571338,Village/Farm,5/26/2024,5/26/2024,Ocular Opacity ,Clinical,,Cattle,45,2,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Narok,Narok North,Narok Town,-1.0925891,35.8874467,Village/Farm,7/8/2024,7/8/2024,Cuten,Clinical,,Cattle,15,3,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Kajiado,Kajiado East,Kaputiei North,,,Village/Farm,9/27/2024,9/27/2024,Rabies,Clinical,,Dogs,100,0,1,0,0,,3,[Vaccination],0,GOK,KABS
Makueni,Makueni,Wote,-1.79172,37.59991,Village/Farm,12/11/2024,12/11/2024,Rabies,Clinical,,Dogs,2,1,0,0,0,Mixed,2,"[Vaccination, Isolation]",1,GOK,KABS
Kakamega,Lugari,Lugari,0.6362771,34.8922443,Village/Farm,12/9/2024,12/9/2024,Pneumonia,Clinical,,Cattle,0,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.2450596,34.3402314,Village/Farm,12/7/2024,12/7/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,3,2,0,0,0,Mixed,0,"[Quarantine, Treatment, Vector Control]",0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.2414246,34.3395374,Village/Farm,12/7/2024,12/7/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,3,2,0,0,0,Mixed,0,"[Treatment, Vector Control, Quarantine]",0,GOK,KABS
Samburu,Samburu West,Lodokejek,0.9488407,36.764275,Village/Farm,6/3/2024,6/3/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,52,7,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Samburu,Samburu West,Lodokejek,0.9488407,36.764275,Village/Farm,7/27/2024,7/27/2024,Peste des Petit Ruminants (PPR),Clinical,,Sheep,217,13,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kilome,Kasikeu,-1.94720002,37.38477785,Village/Farm,12/11/2024,12/11/2024,Rabies,Clinical,,Dogs,5,1,0,0,0,Extensive,0,[Quarantine],0,GOK,KABS
Siaya,Alego Usonga,Usonga,0.1112991,34.1161579,Village/Farm,11/25/2024,11/25/2024,Dermatitis ,Clinical,,Cattle,0,1,0,0,0,Extensive,,[Treatment],0,GOK,KABS
Kajiado,Kajiado East,Imaroro,-2.0538737,37.1169797,Village/Farm,7/5/2024,7/5/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,110,45,6,0,6,Mixed,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi East,Thange,-2.462502,37.95426567,Village/Farm,12/11/2024,12/11/2024,Rabies,Clinical,,Cattle,1,1,0,0,0,Mixed,6,[Vaccination],1,GOK,KABS
Taita Taveta,Wundanyi,Wundanyi/Mbale,-3.4145919,38.3565778,Village/Farm,12/11/2024,12/11/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Kajiado,Kajiado East,Imaroro,-2.1039111,37.1349879,Village/Farm,12/5/2024,12/5/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,8,5,0,0,0,Intensive,0,"[Treatment, Quarantine, Isolation]",0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0821288,34.24928,Village/Farm,12/10/2024,12/10/2024,Enterotoxaemia,Clinical,,Cattle,6,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Bungoma,Kanduyi,Khalaba,0.5989608,34.55947558,Village/Farm,12/7/2024,12/7/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,5,0,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Baringo,Baringo South,Marigat,0.4538657,35.9715369,Market,10/24/2024,10/24/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,100,1,0,0,0,Mixed,0,"[Treatment, Isolation]",0,GOK,KABS
Siaya,Rarieda,North Uyoma,-0.2411831,34.3391905,Village/Farm,12/10/2024,12/10/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,3,1,0,0,0,Mixed,0,"[Treatment, Isolation]",0,GOK,KABS
Makueni,Kaiti,Ukia,-1.770011667,37.49046333,Village/Farm,12/7/2024,12/7/2024,Contagious keratoconjunctivitis ,Clinical,,Goats,6,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.1002644,34.2350387,Village/Farm,12/10/2024,12/10/2024,Bee Bite ,Clinical,,Cattle,5,2,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Kakamega,Matungu,Kholera,0.420121667,34.50247167,Village/Farm,12/11/2024,12/11/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,1,1,0,0,0,Extensive,0,"[Treatment, Vaccination, Isolation]",0,GOK,KABS
Makueni,Kaiti,Ukia,-1.741553333,37.57633333,Village/Farm,12/9/2024,12/9/2024,Rabies,Clinical,,Dogs,2,0,1,0,0,Mixed,0,[Isolation],0,GOK,KABS
Bungoma,Bumula,South Bukusu,0.4808534,34.5152756,Village/Farm,12/12/2024,12/12/2024,Rabies,Clinical,,Cattle,2,1,0,0,0,Extensive,0,"[Other, Isolation]",0,GOK,KABS
Makueni,Kaiti,Ukia,-1.770226667,37.49129667,Village/Farm,9/21/2024,9/21/2024,Mange,Clinical,,Dogs,0,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530738333,39.041255,Abattoir,12/12/2024,12/12/2024,Abscess ,Post Mortem,,Cattle,0,0,0,4,0,Extensive,0,[No Action],0,GOK,KABS
Lamu,Lamu West,Hindi,-2.2363608,40.8442538,Village/Farm,12/12/2024,12/12/2024,Animal bites,Clinical,,Cattle,1,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Dukana,3.9964662,37.2719634,Village/Farm,12/12/2024,12/12/2024,Foot and Mouth Disease (FMD),Clinical,,Sheep,16,8,2,0,0,Extensive,0,[Treatment],0,GOK,KABS
Lamu,Lamu West,Hindi,-2.1791635,40.810677,Village/Farm,12/9/2024,12/9/2024,Contagious Bovine Pleuropneumonia (CBPP),Clinical,,Cattle,100,1,0,0,0,Extensive,0,"[Vaccination, Quarantine]",100,GOK,KABS
Baringo,Baringo North,Barwessa,0.7007747,35.6985348,Village/Farm,12/10/2024,12/10/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,30,2,2,0,2,Extensive,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.530683333,39.041435,Abattoir,12/11/2024,12/11/2024,Abscess ,Post Mortem,,Goats,0,0,0,20,0,Extensive,0,[No Action],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0821285,34.2496273,Village/Farm,12/12/2024,12/12/2024,Eye Infection ,Clinical,,Cattle,6,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,West Alego,0.0905046,34.136339,Village/Farm,12/11/2024,12/11/2024,Heart Water,Clinical,,Cattle,0,1,0,0,0,Extensive,,"[Treatment, Vector Control]",0,GOK,KABS
Kakamega,Malava,Chemuche,0.4289253,34.8532765,Village/Farm,12/5/2024,12/5/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,3,2,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Chuka/Igambang'Ombe,Mariani,-0.3454905,37.7163997,Village/Farm,9/11/2024,9/11/2024,Rabies,Clinical,,Dogs,0,0,0,0,0,Mixed,0,"[Treatment, Vaccination]",4,GOK,KABS
Kakamega,Malava,Chemuche,0.4160624,34.8570706,Village/Farm,12/11/2024,12/11/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,5,1,0,0,0,Mixed,,"[Isolation, Treatment]",0,GOK,KABS
Tharaka-Nithi,Chuka/Igambang'Ombe,Mariani,-0.3479777,37.7755675,Village/Farm,9/23/2024,9/23/2024,Anaplasmosis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],1,GOK,KABS
Kakamega,Malava,Chemuche,0.4289253,34.8532765,Village/Farm,12/11/2024,12/11/2024,East Coast Fever(ECF),Clinical,,Cattle,4,1,0,0,0,Mixed,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3511085,38.3279344,Village/Farm,12/12/2024,12/12/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Bungoma,Kanduyi,East Sang'Alo,0.5395546,34.5675479,Village/Farm,12/13/2024,12/13/2024,Food Poison ,Clinical,,Pigs,4,2,0,0,2,Extensive,0,[Treatment],0,GOK,KABS
Tharaka-Nithi,Chuka/Igambang'Ombe,Mariani,-0.3135779,37.7282529,Village/Farm,9/18/2024,9/18/2024,Pneumonia,Clinical,,Cattle,2,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3854117,38.330515,Village/Farm,12/13/2024,12/13/2024,East Coast Fever(ECF),Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Marsabit,North Horr,Dukana,3.9964662,37.2719634,Village/Farm,12/12/2024,12/12/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,14,8,11,0,0,Extensive,0,[No Action],0,GOK,KABS
Bungoma,Kanduyi,Bukembe West,0.5704964,34.5749253,Village/Farm,12/13/2024,12/13/2024,Enterotoxaemia,Clinical,,Cattle,6,1,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Kitui,Kitui Central,Kyangwithya East,-1.2871633,38.0206497,Village/Farm,12/13/2024,12/13/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,0,1,0,0,0,Mixed,0,"[Treatment, Quarantine]",0,GOK,KABS
Baringo,Baringo North,Barwessa,0.6118997,35.7575774,Village/Farm,12/12/2024,12/12/2024,Animal bites,Clinical,,Cattle,18,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Busia,Butula,Marachi Central,,,Village/Farm,12/13/2024,12/13/2024,Heart Water,Clinical,,Cattle,2,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Tharaka-Nithi,Maara,Chogoria,-0.23919,37.63143,Village/Farm,12/13/2024,12/13/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,4,1,0,0,0,Intensive,0,"[Isolation, Treatment]",0,GOK,KABS
Baringo,Baringo North,Barwessa,0.7002969,35.6978519,Village/Farm,12/13/2024,12/13/2024,Damerthophylosis,Clinical,,Cattle,7,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Kericho,Sigowet/Soin,Kaplelartet,-0.30187726,35.03713846,Village/Farm,12/12/2024,12/12/2024,Anthrax,Clinical,,Cattle,2,0,1,0,0,Mixed,0,[Vaccination],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0821285,34.2496273,Village/Farm,12/14/2024,12/14/2024,Dermatomycosis,Clinical,,Cattle,8,3,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Baringo,Baringo Central,Kabarnet,0.4895032,35.7439298,Village/Farm,11/24/2024,11/24/2024,Non,Clinical,,Sheep,8,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Baringo,Baringo Central,Kabarnet,0.4923501,35.7445494,Village/Farm,11/29/2024,11/29/2024,Non,Clinical,,Dogs,2,1,0,0,0,,0,[Treatment],0,GOK,KABS
Bungoma,Webuye East,Ndivisi,0.6590837,34.7747206,Village/Farm,12/13/2024,12/13/2024,Helminthiasis,Clinical,,Cattle,7,2,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kibwezi West,Makindu,-2.281903333,37.83126,Village/Farm,12/6/2024,12/6/2024,Leptospirosis,Clinical,,Dogs,8,7,0,0,0,Intensive,0,[Vaccination],7,GOK,KABS
Taita Taveta,Wundanyi,Mwanda/Mgange,,,Village/Farm,11/26/2024,11/26/2024,East Coast Fever(ECF),Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Mwanda/Mgange,,,Village/Farm,11/27/2024,11/27/2024,Helminthiasis,Clinical,,Cattle,0,3,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Vihiga,Sabatia,Wodanga,,,Village/Farm,12/8/2024,12/8/2024,Foot and Mouth Disease (FMD),Clinical,,Cattle,1,2,0,2,0,Mixed,,[Treatment],0,GOK,KABS
Marsabit,Moyale,Moyale Township,3.5186316,39.0559342,Village/Farm,12/12/2024,12/12/2024,Peste des Petit Ruminants (PPR),Clinical,,Goats,33,4,1,0,1,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Marsabit,Moyale,Butiye,3.48194535,39.03781886,Village/Farm,12/7/2024,12/7/2024,Contagious Caprine Pleuropneumonia (CCPP),Clinical,,Goats,31,2,0,0,0,Extensive,0,"[Treatment, Isolation]",0,GOK,KABS
Taita Taveta,Wundanyi,Werugha,-3.3800459,38.3075144,Village/Farm,12/14/2024,12/14/2024,Clinical Mastitis,Clinical,,Cattle,1,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Siaya,Alego Usonga,Central Alego,0.0821285,34.2496273,Village/Farm,12/14/2024,12/14/2024,Trypanosomiasis,Clinical,,Cattle,8,1,0,0,0,Mixed,,[Treatment],0,GOK,KABS
Elgeyo/Marakwet,Marakwet East,Sambirir,1.0690757,35.5881825,Village/Farm,12/15/2024,12/15/2024,East Coast Fever(ECF),Clinical,,Cattle,3,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Makueni,Kilome,Kiima Kiu/Kalanzoni,-1.824611667,37.28353,Village/Farm,12/8/2024,12/8/2024,Myiasis,Clinical,,Dogs,1,1,1,0,0,Mixed,0,[Treatment],0,GOK,KABS
Marsabit,Moyale,Golbo,3.45257479,39.2797802,Village/Farm,12/8/2024,12/8/2024,Brucellosis,Clinical,,Goats,10,6,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
Taita Taveta,Wundanyi,Mwanda/Mgange,,,Village/Farm,11/27/2024,11/27/2024,Mastitis ,Clinical,,Cattle,0,1,0,0,0,Intensive,0,[Treatment],0,GOK,KABS
Bungoma,Tongaren,Naitiri/Kabuyefwe,0.7046288,34.8905204,Village/Farm,12/15/2024,12/15/2024,Lumpy Skin Disease (LSD),Clinical,,Cattle,1,1,0,0,0,Mixed,0,"[Isolation, Treatment]",0,GOK,KABS
Marsabit,Moyale,Uran,3.599692,38.528485,Village/Farm,12/10/2024,12/10/2024,Foot Rote ,Clinical,,Cattle,10,1,0,0,0,Extensive,0,[Treatment],0,GOK,KABS
