county,Disease/ Condition,Number at Risk
Marsabit,East Coast Fever(ECF),2
Marsabit,Three Day Sickness ,2
Marsabit,Conjuctivitis,5
Marsabit,Rift Valley Fever (RVF),17
Marsabit,Heart Water,15
Marsabit,Enterotoxaemia,1
Marsabit,Brucellosis,9
Marsabit,Pink Eye,5
Marsabit,Brucellosis,15
Marsabit,East Coast Fever(ECF),2
Marsabit,Animal bites,15
Mombasa,Brucellosis,1
Mombasa,Colic,0
Mombasa,Animal bites,3
Mombasa,Mange,1
Mombasa,Helminthiasis,0
Mombasa,Helminthiasis,9
Mombasa,Anaplasmosis,5
Nairobi,Fowl Pox,90
Nakuru,Helminthiasis,15
Nakuru,Helminthiasis,10
Nakuru,Coenurosis,36
Nakuru,Pneumonia,14
Nakuru,Black Quarter,3
Nakuru,Helminthiasis,18
Nakuru,Footrot,18
Nakuru,East Coast Fever(ECF),1
Nakuru,Brucellosis,35
Nakuru,Animal bites,10
Nakuru,Lumpy Skin Disease (LSD),4
Nakuru,Pneumonia,0
Nakuru,Pneumonia,5
Nakuru,Pneumonia,73
Nakuru,Helminthiasis,0
Nakuru,East Coast Fever(ECF),3
Nakuru,Brucellosis,89
Nakuru,Pneumonia,140
Nakuru,Helminthiasis,2
Nakuru,Trypanosomiasis,1
Nakuru,Lumpy Skin Disease (LSD),10
Nakuru,Brucellosis,68
Nakuru,Anthrax,30
Nakuru,Pneumonia,43
Nakuru,Abortion ,3
Nakuru,Bee Sting,2
Nakuru,East Coast Fever(ECF),3
Nakuru,Pneumonia,43
Nakuru,Animal bites,3
Nakuru,Pneumonia,3
Nakuru,Pneumonia,0
Nakuru,Helminthiasis,51
Nakuru,Helminthiasis,0
Nakuru,Pneumonia,37
Nandi,Helminthiasis,0
Nandi,Fracture ,0
Samburu,Peste des Petit Ruminants (PPR),42
Narok,Helminthiasis,1
Narok,Stomach Enteritis,0
Narok,Helminthiasis,3
Narok,Helminthiasis,0
Narok,Peste des Petit Ruminants (PPR),50
Narok,Brucellosis,65
Narok,Bee Sting ,2
Narok,Black Quarter,3
Narok,Pink Eye,325
Narok,Helminthiasis,10
Narok,Black Quarter,4
Narok,Poisoning,9
Narok,Pink Eye,18
Narok,Contagious Caprine Pleuropneumonia (CCPP),33
Narok,Enterotoxaemia,31
Narok,Rift Valley Fever (RVF),15
Narok,Enterotoxaemia,35
Narok,Pink Eye,8
Samburu,Foot and Mouth Disease (FMD),54
Narok,Animal bites,5
Narok,East Coast Fever(ECF),3
Narok,East Coast Fever(ECF),1
Narok,Brucellosis,76
Narok,Pneumonia,83
Nyamira,Contagious Caprine Pleuropneumonia (CCPP),105
Nyamira,Anaplasmosis,1
Nyandarua,Brucellosis,83
Nyandarua,Abcess,5
Nyandarua,Brucellosis,83
Nyandarua,Pneumonia,83
Nyandarua,Uterine Infection,83
Nyandarua,Pneumonia,63
Nyandarua,Contagious Caprine Pleuropneumonia (CCPP),57
Nyandarua,Brucellosis,76
Nyandarua,Trypanosomiasis,5
Nyandarua,Pneumonia,20
Nyeri,Mange,30
Nyeri,Parvovirus,5
Nyeri,Helminthiasis,40
Nyeri,Brucellosis,73
Nyeri,Enterotoxaemia,21
Nyeri,Helminthiasis,2
Nyeri,Helminthiasis,0
Nyeri,Helminthiasis,3
Nyeri,Anaplasmosis ,7
Nyeri,East Coast Fever(ECF),1
Samburu,East Coast Fever(ECF),1
Samburu,Helminthiasis,5
Samburu,Brucellosis,47
Samburu,Diarrhoea,11
Samburu,Contagious Caprine Pleuropneumonia (CCPP),9
Samburu,Brucellosis,56
Samburu,Pneumonia,0
Samburu,Pink Eye Infection,3
Samburu,Mastitis,1
Samburu,Photosensitization ,0
Samburu,Neurological Diseases ,6
Samburu,Lumpy Skin Disease (LSD),62
Samburu,Rift Valley Fever (RVF),36
Samburu,Dermatophycosis,4
Samburu,Mange,6
Samburu,Trypanosomiasis,17
Samburu,Infection Coryza,25
Samburu,Enterotoxaemia,0
Samburu,Unkown,15
Samburu,Mange,27
Samburu,Peste des Petit Ruminants (PPR),68
Samburu,Brucellosis,18
Samburu,Wound,0
Samburu,Brucellosis,63
Samburu,Trypanosomiasis,9
Samburu,Brucellosis,5
Taita Taveta,Trypanosomiasis,1
Samburu,Fracture,0
Samburu,0,2
Samburu,Helminthiasis,150
Samburu,Pneumonia,3
Samburu,0,12
Samburu,Helminthiasis,85
Samburu,Enteritis,13
Samburu,Peste des Petit Ruminants (PPR),3
Samburu,Trypanosomiasis,1
Samburu,Brucellosis,1
Samburu,Black Quarter,2
Samburu,Wounds and Abrasion ,2
Samburu,0,9
Samburu,Poisoning,3
Samburu,Poisoning,15
Samburu,Footrot,6
Samburu,Helminthiasis,143
Samburu,East Coast Fever(ECF),1
Samburu,Peste des Petit Ruminants (PPR),38
Samburu,Trypanosomiasis,23
Samburu,Rabies,3
Samburu,Contagious Caprine Pleuropneumonia (CCPP),35
Samburu,Pneumonia,56
Samburu,Mastitis,53
Samburu,East Coast Fever(ECF),2
Samburu,East Coast Fever(ECF),4
Samburu,Animal bites,21
Samburu,Mastitis,1
Samburu,Peste des Petit Ruminants (PPR),35
Samburu,Brucellosis,1
Samburu,East Coast Fever(ECF),5
Samburu,Anaplasmosis,3
Samburu,Animal bites,3
Samburu,Contagious Ecthyma,6
Samburu,Peste des Petit Ruminants (PPR),400
Samburu,Contagious Skin Necrosis ,0
Samburu,Foot and Mouth Disease (FMD),25
Samburu,None,3
Samburu,East Coast Fever(ECF),78
Samburu,East Coast Fever(ECF),3
Samburu,Helminthiasis,2
Samburu,Pink Eye,138
Samburu,Helminthiasis,48
Samburu,Helminthiasis,1
Samburu,Helminthiasis,132
Samburu,Helminthiasis,1
Samburu,Animal bites,88
Samburu,Helminthiasis,5
Samburu,Pneumonia,12
Samburu,Peste des Petit Ruminants (PPR),43
Samburu,Goat Pox,62
Samburu,Coccidosis,3
Samburu,Infectious Bursai Disease (Gumboro),253
Samburu,East Coast Fever(ECF),3
Samburu,Peste des Petit Ruminants (PPR),6
Samburu,Wounds,1
Samburu,East Coast Fever(ECF),4
Samburu,Bluetongue Disease ,1
Samburu,Contagious Caprine Pleuropneumonia (CCPP),56
Samburu,Helminthiasis,50
Samburu,Anaplasmosis,7
Kajiado,Anthrax ,3
Samburu,Helminthiasis,28
Samburu,Rift Valley Fever (RVF),25
Samburu,Lumpy Skin Disease (LSD),10
Samburu,Trypanosomiasis,4
Samburu,Brucellosis,86
Samburu,Brucellosis,93
Samburu,Trypanosomiasis,4
Samburu, Bacterial Enteritis ,4
Samburu,Trypanosomiasis,3
Samburu,Clinical Mastitis ,2
Samburu,Lumpy Skin Disease (LSD),6
Samburu,Trypanosomiasis,2
Samburu,Rabies,8
Samburu,Foot Abscess,0
Nakuru,East Coast Fever(ECF),2
Samburu,Lumpy Skin Disease (LSD),1
Samburu,Anestrus,1
Samburu,East Coast Fever(ECF),6
Samburu,Pneumonia,250
Samburu,Coryza,15
Samburu,Worms Infestation ,5
Samburu,Helminthiasis,1
Samburu,Rabies,1
Samburu,East Coast Fever(ECF),1
Samburu,Brucellosis,1
Samburu,Contagious Caprine Pleuropneumonia (CCPP),254
Samburu,Pneumonia,60
Samburu,Helminthiasis,0
Samburu,Trypanosomiasis,5
Samburu,Foot and Mouth Disease (FMD),3
Samburu,Foot and Mouth Disease (FMD),3
Samburu,Contagious Ecthyma ,0
Samburu,Helminthiasis,6
Samburu,Anaplasmosis,3
Samburu,Parakeratosis,0
Samburu,Foot and Mouth Disease (FMD),2
Samburu,Helminthiasis,6
Samburu,Helminthiasis,11
Samburu,Black Quarter,25
Samburu, Fracture Of Radius And Ulna,0
Samburu,Helminthiasis,1
Samburu,Helminthiasis,11
Samburu,Helminthiasis,1
Samburu,Contagious Caprine Pleuropneumonia (CCPP),270
Samburu,Anaplasmosis,2
Samburu,Rabies,3
Samburu,Pneumonia,3
Samburu,Helminthiasis,23
Samburu,Trypanosomiasis,5
Samburu,Mange,19
Samburu,Coccidosis,30
Samburu,Rift Valley Fever (RVF),21
Samburu,Contagious Porcine Paralysis,36
Samburu,Mange,2
Samburu,Salmonellosis,3
Samburu,Mange,1
Samburu,Rab,0
Samburu,Mange,3
Samburu,Fowltyphoid,20
Samburu,East Coast Fever(ECF),1
Samburu,Trypanosomiasis,100
Samburu,Coenurosis,41
Samburu,Peste des Petit Ruminants (PPR),9
Samburu,Pneumonia,5
Samburu,Peste des Petit Ruminants (PPR),63
Samburu,Poisoning,20
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Samburu,East Coast Fever(ECF),3
Siaya,Peste des Petit Ruminants (PPR),22
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Helminthiasis,0
Tana River,Pneumonia,0
Tana River,Pneumonia,0
Siaya,Helminthiasis,0
Siaya,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Pneumonia,0
Tana River,Helminthiasis,0
Tana River,Helminthiasis,0
Tana River,Helminthiasis,0
Tana River,Pneumonia,0
Tana River,Helminthiasis,0
Tana River,Helminthiasis,0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Helminthiasis,0
Tana River,Helminthiasis,0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Pneumonia,0
Tana River,Contagious Caprine Pleuropneumonia (CCPP),150
Tana River,Foot Rot,85
Tana River,Helminthiasis,0
Siaya,Pneumonia,0
Siaya,Helminthiasis,0
Tana River,Foot Rot,55
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Tana River,Helminthiasis,0
Tana River,Pneumonia,0
Tana River,Helminthiasis,0
Siaya,Helminthiasis,0
Siaya,Contagious Caprine Pleuropneumonia (CCPP),0
Siaya,Helminthiasis,0
Siaya,Helminthiasis,0
Samburu,Helminthiasis,98
Siaya,Helminthiasis,0
Siaya,Pneumonia,0
Taita Taveta,Wound,7
Taita Taveta,East Coast Fever(ECF),1
Samburu,Coccidosis,6
Taita Taveta,Helminthiasis,56
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),20
Taita Taveta,Brucellosis,49
Taita Taveta,Helmethiasis,0
Makueni,Pneumonia,3
Samburu,Helminthiasis,250
Taita Taveta,Helminthiasis,16
Samburu,Diarrhea ,80
Samburu,Pneumonia,15
Elgeyo/Marakwet,Bloat,5
Taita Taveta,Hemorrhagic Septicemia ,4
Busia,Lumpy Skin Disease (LSD),5
Samburu,Helminthiasis,25
Marsabit,Pneumonia,130
Taita Taveta,Ephemeral Fever,231
Taita Taveta,Haemorrhagic septicemia,32
Kakamega,Ringworms,4
Marsabit,Diahorrea,34
Busia,Trypanosomiasis,9
Samburu,Johnes Disease,5
Busia,East Coast Fever(ECF),5
Busia,Pneumonia,4
Busia,Anaplasmosis,6
Taita Taveta,Pneumonia,1
Samburu,Diarrhea ,200
Taita Taveta,Helminthiasis,0
Taita Taveta,Brucellosis,30
Tana River,Trypanosomiasis,300
Samburu,East Coast Fever(ECF),21
Taita Taveta,Helminthiasis,0
Samburu,Orf,49
Taita Taveta,Helminthiasis,0
Taita Taveta,East Coast Fever(ECF),5
Taita Taveta,Contagious Ecthyma,6
Kakamega,Black Quarter,0
Taita Taveta,Helminthiasis,0
Taita Taveta,East Coast Fever(ECF),2
Taita Taveta,Helminthiasis,0
Taita Taveta,Anaplasmosis,1
Taita Taveta,East Coast Fever(ECF),0
Taita Taveta,Miscarriage ,3
Taita Taveta,Hapatitis,0
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,Pneumonia,0
Taita Taveta,East Coast Fever(ECF),3
Taita Taveta,Pregnancy Test ,0
Taita Taveta,Trypanosomiasis,40
Taita Taveta,Anaplasmosis,0
Kisumu,Septic Wound,0
Taita Taveta,East Coast Fever(ECF),0
Taita Taveta,Helminthiasis,20
Makueni,Helminthiasis,0
Samburu,0,15
Samburu,Peste des Petit Ruminants (PPR),142
Samburu,Peste des Petit Ruminants (PPR),43
Taita Taveta,Anaplasmosis,5
Taita Taveta,Abscess,22
Samburu,Pneumonia,20
Taita Taveta,Helminthiasis,0
Marsabit,Brucellosis,2
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),146
Taita Taveta,Brucellosis,24
Taita Taveta,Pneumonia,22
Nyandarua,Pneumonia,1
Bomet,Foot and Mouth Disease (FMD),25
Kakamega,Brucellosis,5
Samburu,Contagious Caprine Pleuropneumonia (CCPP),167
Kakamega,Cervical Prolapse,2
Kakamega,East Coast Fever(ECF),3
Taita Taveta,Pneumonia,0
Samburu,Sprain ,7
Taita Taveta,Peste des Petit Ruminants (PPR),207
Taita Taveta,Pneumonia,63
Taita Taveta,Helminthiasis,0
Vihiga,East Coast Fever(ECF),4
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Helminthiasis,0
Taita Taveta,Retained Afterbirth ,0
Taita Taveta,Goat Pox,63
Taita Taveta,Enterotoxaemia,31
Taita Taveta,Sheep Pox,50
Makueni,Contagious Bovine Pleuropneumonia (CBPP),0
Samburu,0,51
Samburu,No,246
Samburu,Acute Mastitis ,12
Makueni,Pneumonia,11
Marsabit,Brucellosis,15
Vihiga,Helminthiasis,3
Taita Taveta,Newcastle Disease (NCD),20
Kakamega,Helminthiasis,2
Bomet,Pneumonia,0
Bomet,Helminthiasis,0
Busia,Parvovirus,1
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),127
Marsabit,Brucellosis,120
Taita Taveta,Helminthiasis,15
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),57
Busia,Anaplasmosis,1
Busia,Helminthiasis,7
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),269
Taita Taveta,East Coast Fever(ECF),1
Busia,Lumpy Skin Disease (LSD),111
Marsabit,Haemorrhagic septicemia,20
Samburu,Dystocia ,1
Taita Taveta,Helminthiasis,0
Siaya,Rabies,3
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),120
Makueni,Pneumonia,15
Elgeyo/Marakwet,Helminthiasis,4
Vihiga,East Coast Fever(ECF),0
Taita Taveta,Helminthiasis,0
Taita Taveta,Pneumonia,0
Elgeyo/Marakwet,Abortion ,0
Taita Taveta,Wounds,6
Baringo,Contagious Caprine Pleuropneumonia (CCPP),26
Baringo,Foot and Mouth Disease (FMD),20
Baringo,Blue  Tongue,42
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),78
Taita Taveta,Helminthiasis,50
Busia,Helminthiasis,12
Samburu,Peste des Petit Ruminants (PPR),59
Taita Taveta,Brucellosis,25
Taita Taveta,Coccidosis,80
Taita Taveta,Trypanosomiasis,35
Taita Taveta,Goat Pox,78
Vihiga,Anthrax,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),29
Marsabit,Brucellosis,24
Nyeri,East Coast Fever(ECF),1
Makueni,Pneumonia,7
Busia,Brucellosis,6
Taita Taveta,Bluetongue,58
Marsabit,Pneumonia,24
Taita Taveta,Enterotoxaemia,30
Busia,African Swine Fever (ASF),4
Taita Taveta,Pneumonia,25
Marsabit,Heart Water,44
Marsabit,Peste des Petit Ruminants (PPR),24
Samburu,Peste des Petit Ruminants (PPR),29
Taita Taveta,Mange,8
Garissa,Sheep Pox,250
Taita Taveta,Rift Valley Fever (RVF),351
Busia,East Coast Fever(ECF),1
Tana River,Contagious Caprine Pleuropneumonia (CCPP),0
Garissa,Goat Pox,400
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Taita Taveta,Trypanosomiasis,10
Nakuru,Rabies,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),321
Marsabit,Haemorrhagic septicemia,23
Taita Taveta,Helminthiasis,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Kakamega,Helminthiasis,6
Taita Taveta,Pneumonia,0
Taita Taveta,Animal bites,5
Taita Taveta,Helminthiasis,0
Taita Taveta,Lumpy Skin Disease (LSD),2
Taita Taveta,Helminthiasis,0
Taita Taveta,Pneumonia,0
Taita Taveta,Mange,1
Taita Taveta,Helminthiasis,0
Taita Taveta,Sheep Pox,257
Taita Taveta,East Coast Fever(ECF),1
Bomet,Pneumonia,0
Taita Taveta,Anaplasmosis,15
Makueni,Foot and Mouth Disease (FMD),3
Makueni,Foot and Mouth Disease (FMD),15
Makueni, ,0
Taita Taveta,Ring Worm,4
Samburu,Contagious Caprine Pleuropneumonia (CCPP),63
Taita Taveta,Sheep Pox,97
Samburu,East Coast Fever(ECF),12
Taita Taveta,Rift Valley Fever (RVF),15
Makueni,Pneumonia,0
Nakuru,Teat Warts,1
Kakamega,East Coast Fever(ECF),1
Marsabit,Rift Valley Fever (RVF),100
Taita Taveta,Sheep Pox,20
Marsabit,Rift Valley Fever (RVF),121
Samburu,Peste des Petit Ruminants (PPR),58
Marsabit,Rift Valley Fever (RVF),31
Nyandarua,Lumpy Skin Disease (LSD),1000
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),431
Nyandarua,Black Quarter,200
Samburu,Goat Pox,102
Taita Taveta,Peste des Petit Ruminants (PPR),68
Samburu,Mange,98
Kakamega,Helminthiasis,0
Marsabit,Rift Valley Fever (RVF),70
Nyandarua,Black Quarter,5
Taita Taveta,Animal bites,100
Samburu,Tetanus,2
Marsabit,Rift Valley Fever (RVF),29
Samburu,Helminthiasis,254
Taita Taveta,Skin Abscess,0
Elgeyo/Marakwet,Rabies,5
Taita Taveta,Helminthiasis,29
Taita Taveta,Helminthiasis,70
Siaya, Overgrown Horns,1
Taita Taveta,Pneumonia,36
Kakamega,Enterotoxaemia,4
Samburu,Peste des Petit Ruminants (PPR),35
Samburu,Verminous Pneumonia ,69
Nyandarua,Lumpy Skin Disease (LSD),7
Taita Taveta,Enteritis,0
Taita Taveta,Fracture Of Femur,0
Taita Taveta,Skin Abscess ,0
Taita Taveta,Animal bites,0
Marsabit,Foot and Mouth Disease (FMD),1
Siaya,Rabies,2
Marsabit,Leptospirosis,10
Nyandarua,Lumpy Skin Disease (LSD),15
Taita Taveta,Foot and Mouth Disease (FMD),25
Marsabit,Mastitis,0
Bomet,Streptothricosis,0
Vihiga,Allergy,2
Busia,Lumpy Skin Disease (LSD),78
Taita Taveta,Helminthiasis,0
Kakamega,East Coast Fever(ECF),1
Kakamega,Helminthiasis,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),0
Nyandarua,Lumpy Skin Disease (LSD),3
Nyandarua,Black Quarter,5
Taita Taveta,Ehrlichiosis,4
Marsabit,Rift Valley Fever (RVF),53
Marsabit,Rift Valley Fever (RVF),47
Marsabit,Rift Valley Fever (RVF),1558
Taita Taveta,Pneumonia,0
Taita Taveta,Helminthiasis,0
Kakamega,Mastitis,3
Marsabit,Peste des Petit Ruminants (PPR),46
Marsabit,Peste des Petit Ruminants (PPR),79
Marsabit,Brucellosis,31
Marsabit,Haemorrhagic septicemia,54
Kakamega,Mange,3
Marsabit,Rift Valley Fever (RVF),39
Taita Taveta,Septicemia ,2
Kajiado,Rift Valley Fever (RVF),41
Makueni,Foot and Mouth Disease (FMD),5
Marsabit,Helminthiasis,45
Busia,Heart Water,5
Elgeyo/Marakwet,Mineral Salt Defficiency,20
Nyeri,Lumpy Skin Disease (LSD),0
Busia,Heart Water,6
Taita Taveta,Infertility,6
Busia,Trypanosomiasis,5
Taita Taveta,Helminthiasis,4
Marsabit,Helminthiasis,1
Marsabit,Helminthiasis,15
Busia,Trypanosomiasis,1
Marsabit,Menge,3
Busia,Animal bites,1
Busia,Anaplasmosis,1
Busia,Trypanosomiasis,5
Makueni,ephemeral fever,1
Marsabit,Brucellosis,2
Marsabit,Warbles ,2
Busia,East Coast Fever(ECF),2
Busia,Trypanosomiasis,2
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),72
Samburu,Skina Abscess ,0
Taita Taveta,Peste des Petit Ruminants (PPR),220
Taita Taveta,Perineal Hernia,0
Taita Taveta,Heart Water,12
Elgeyo/Marakwet,Coccidosis,1
Bomet,Mange,0
Tana River,Brucellosis,14
Tana River,Contagious Caprine Pleuropneumonia (CCPP),97
Marsabit,Brucellosis,15
Samburu,Animal bites,23
Samburu,Contagious Caprine Pleuropneumonia (CCPP),34
Samburu,Peste des Petit Ruminants (PPR),29
Tana River,Helminthiasis,19
Samburu,Animal bites,53
Marsabit,Brucellosis,19
Marsabit,Helminthiasis,15
Mombasa,Otitis Interner,1
Busia,Lumpy Skin Disease (LSD),3
Tana River,Pneumonia,0
Busia,Lumpy Skin Disease (LSD),6
Tana River,Brucellosis,10
Tana River,Helminthiasis,0
Mombasa,Mastitis ,3
Tana River,Contagious Caprine Pleuropneumonia (CCPP),67
Tana River,Pneumonia,0
Kakamega,Helminthiasis,4
Vihiga,Heart Water,13
Tana River,Helminthiasis,0
Samburu,Helminthiasis,59
Vihiga,Mange,9
Samburu,Contagious Caprine Pleuropneumonia (CCPP),104
Samburu,Helminthiasis,59
Tana River,Infectious Coryza ,60
Taita Taveta,Foot and Mouth Disease (FMD),489
Tana River,Bluetongue,102
Kakamega,Pneumonia,5
Samburu,Peste des Petit Ruminants (PPR),53
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),512
Samburu,Retained Placenta ,5
Taita Taveta,East Coast Fever(ECF),10
Samburu,Contagious Caprine Pleuropneumonia (CCPP),82
Tana River,Mange,13
Taita Taveta,Tick Fever,1
Tana River,Anaplasmosis,5
Taita Taveta, Fowltyphoid,30
Marsabit,Brucellosis,1
Tana River,Peste des Petit Ruminants (PPR),82
Tana River,Helminthiasis,26
Taita Taveta,Pneumonia,20
Tana River,Anaplasmosis ,120
Elgeyo/Marakwet,Brucellosis,8
Tana River,Contagious Caprine Pleuropneumonia (CCPP),37
Tana River,Helminthiasis,250
Tana River,Contagious Caprine Pleuropneumonia (CCPP),39
Taita Taveta,Heart Water,1
Busia,Lumpy Skin Disease (LSD),9
Marsabit,Suspected Brucellosis ,1
Makueni,Pneumonia,20
Tana River,Contagious Caprine Pleuropneumonia (CCPP),47
Tana River,Contagious Caprine Pleuropneumonia (CCPP),50
Kwale,Contagious Caprine Pleuropneumonia (CCPP),13
Makueni,Helminthiasis,0
Busia,Trypanosomiasis,5
Makueni,None,0
Tana River,Pneumonia,0
Kwale,Foot Rot,2
Bomet,Telangiectasis,0
Bomet,Pneumonia,0
Samburu,Contagious Caprine Pleuropneumonia (CCPP),104
Tana River,Helminthiasis,0
Samburu,Pneumonia,12
Busia,Lumpy Skin Disease (LSD),3
Samburu,Mange ,52
Kajiado,Contagious Caprine Pleuropneumonia (CCPP),300
Busia,Trypanosomiasis,1
Samburu,Sheep Pox,31
Marsabit,Poisoning,15
Samburu,Contagious Caprine Pleuropneumonia (CCPP),42
Tana River,Pneumonia,0
Marsabit,Mange,32
Busia,Trypanosomiasis,6
Tana River,Helminthiasis,0
Busia,Helminthiasis,11
Samburu,Contagious Caprine Pleuropneumonia (CCPP),67
Busia,Trypanosomiasis,1
Taita Taveta,Heart Water,0
Makueni,Heart Water,3
Taita Taveta,Helminthiasis,10
Vihiga,East Coast Fever(ECF),0
Samburu,Peste des Petit Ruminants (PPR),81
Busia,Ketosis,3
Marsabit,Brucellosis,27
Busia,African Swine Fever (ASF),4
Siaya,Trypanosomiasis,2
Marsabit,Brucellosis,35
Makueni,Rabies,1
Nakuru,Pneumonia,2
Marsabit,Brucellosis,15
Makueni,Rabies,0
Samburu,Peste des Petit Ruminants (PPR),312
Marsabit,Peste des Petit Ruminants (PPR),65
Makueni,Ephemeral ,0
Tana River,Pneumonia,0
Marsabit,Poisoning,25
Tana River,Pneumonia,0
Marsabit,Peste des Petit Ruminants (PPR),42
Tana River,Pneumonia,0
Siaya,Heart Water,6
Marsabit,Brucellosis,55
Tana River,Helminthiasis,0
Kakamega,Lumpy Skin Disease (LSD),3
Siaya,Anaplasmosis,1
Taita Taveta,Lumpy Skin Disease (LSD),3
Bomet,Liver cyrrhosis,0
Tana River,Tick Infestation ,15
Busia,Lumpy Skin Disease (LSD),8
Marsabit,Peste des Petit Ruminants (PPR),30
Samburu,Sheep Pox,53
Samburu,Sheep Pox,102
Busia,Helminthiasis,4
Samburu,Contagious Caprine Pleuropneumonia (CCPP),98
Tana River,Exophthalmos ,0
Samburu,Helminthiasis,56
Samburu,Skin Abscess ,0
Samburu,Peste des Petit Ruminants (PPR),42
Marsabit,Wry neck,15
Marsabit,Helminthiasis,14
Elgeyo/Marakwet,Rabies,23
Busia,Anaplasmosis,3
Taita Taveta,Mange,1
Kakamega,Helminthiasis,1
Busia,East Coast Fever(ECF),9
Elgeyo/Marakwet,East Coast Fever(ECF),5
Tana River,Helminthiasis,52
Turkana,Contagious Bovine Pleuropneumonia (CBPP),26
Samburu,Peste des Petit Ruminants (PPR),526
Samburu,Contagious Caprine Pleuropneumonia (CCPP),28
Busia,Trypanosomiasis,5
Marsabit,Trypanosomiasis,39
Vihiga,Anaplasmosis,2
Bomet,Mange,0
Marsabit,Helminthiasis,2
Marsabit,Peste des Petit Ruminants (PPR),11
Turkana,Contagious Caprine Pleuropneumonia (CCPP),56
Marsabit,Brucellosis,31
Meru,Trichomonas ,5
Mombasa,Contagious Caprine Pleuropneumonia (CCPP),10
Nakuru,Salmonellosis ,87
Mombasa,Helminthiasis,65
Marsabit,Hynes Attacked and Killed 1 Bovine /Left 1 Injuries ,2
Kakamega,Helminthiasis,3
Tana River,Blue Tongue,150
Tana River,Peste des Petit Ruminants (PPR),1500
Marsabit,Helminthiasis,12
Samburu,Peste des Petit Ruminants (PPR),96
Narok,None,52
Siaya,Strangulation,1
Meru,Pneumonia,1
Tana River,Helminthiasis,50
Tana River,Hardware,0
Samburu,Helminthiasis,54
Busia,Lumpy Skin Disease (LSD),9
Tana River,Foot and Mouth Disease (FMD),72
Tana River,Peste des Petit Ruminants (PPR),60
Marsabit,Brucellosis,10
Meru,Lumpy Skin Disease (LSD),4
Marsabit,Pneumonia,10
Elgeyo/Marakwet,Blue Tongue ,5
Tana River,Helminthiasis ,9
Marsabit,Pneumonia,12
Marsabit,orf,9
Marsabit,Pneumonia ,1
Marsabit,Animal bites,10
Tana River,Brucellosis,12
Marsabit,Helminthiasis,10
Tana River,Helminthiasis,12
Marsabit,Heart Water,12
Tana River,Animal bites,1
Marsabit,Brucellosis,9
Tana River,Mange,2
Marsabit,Animal bites,12
Tana River,Pneumonia,9
Tana River,Trypanosomiasis,9
Marsabit,Animal bites,9
Siaya,Heart Water,2
Marsabit,Pneumonia,23
Siaya,Helminthiasis,1
Tana River,Helminthiasis,9
Samburu,Contagious Caprine Pleuropneumonia (CCPP),78
