county,Disease_Condition,Species_Affected,Nature_of_Diagnosis,Production_System,Start_Outbreak_Event,Report_Date,Total_Number_Sick,Total_Vaccinated,Total_Number_Risk
Taita Taveta,Coccidosis,Chicken,Clinical,Intensive,2024-10-10,2024-10-10,21,0,50
Taita Taveta,Coccidosis,Chicken,Clinical,Intensive,2024-10-11,2024-10-11,800,0,300
Taita Taveta,Coccidosis,Chicken,Clinical,Intensive,2024-10-15,2024-10-15,800,0,200
Taita Taveta,Coccidosis,Chicken,Clinical,Intensive,2024-06-11,2024-06-11,10,0,15
Taita Taveta,Coccidosis,Chicken,Clinical,Intensive,2024-06-25,2024-06-25,2,0,50
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-11-11,2024-11-11,5,0,20
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-12-05,2024-12-05,10,0,50
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-02-10,2024-02-10,10,0,30
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-02-05,2024-02-05,5,0,80
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-03-09,2024-03-09,15,0,20
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-04-03,2024-04-03,5,0,28
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-06-28,2024-06-28,6,0,15
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-07-09,2024-07-09,10,0,50
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-08-17,2024-08-17,5,0,50
Taita Taveta,Coccidosis,Chicken,Clinical,Mixed,2024-08-03,2024-08-03,15,0,150
Taita Taveta,Coccidosis,Pigs,Clinical,Intensive,2024-03-01,2024-03-01,2,0,8
Taita Taveta,Colic,Cattle,Post Mortem,Intensive,2024-07-19,2024-07-19,0,0,2
Taita Taveta,Contagious Bovine Pleuropneumonia (CBPP),Cattle,Clinical,Mixed,2024-09-15,2024-09-15,1,0,4
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-12,2024-01-15,60,0,120
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-12,2024-01-02,8,0,146
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-12,2024-01-05,3,0,57
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-13,2024-01-26,2,0,269
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-16,2024-01-29,11,0,321
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-19,2024-01-29,10,0,78
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-02,2024-01-30,1,512,20
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-24,2024-01-03,9,0,29
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-27,2024-01-01,17,0,431
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-27,2024-01-03,9,0,72
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-01-09,2024-01-20,63,0,127
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-02-15,2024-02-15,2,0,37
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-02-28,2024-02-28,5,300,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-02-03,2024-02-03,0,512,512
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-04-27,2024-04-27,0,165,165
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-05-25,2024-05-25,3,0,6
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-06-14,2024-06-14,1,0,39
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-07-04,2024-07-04,1,0,36
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-08-01,2024-08-01,0,98,98
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Extensive,2024-08-05,2024-08-05,0,450,450
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Mixed,2024-03-30,2024-03-30,8,0,107
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Mixed,2024-07-15,2024-07-15,2,0,50
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Clinical,Mixed,2024-08-22,2024-08-22,25,0,50
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-01-12,2024-01-15,1,0,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-01-12,2024-01-27,1,0,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-01-15,2024-01-07,1,0,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-01-24,2024-01-20,1,0,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-01-30,2024-01-27,1,0,0
Taita Taveta,Contagious Caprine Pleuropneumonia (CCPP),Goats,Post Mortem,Extensive,2024-06-01,2024-06-01,2,0,0
Taita Taveta,Contagious Ecthyma,Goats,Clinical,Extensive,2024-01-11,2024-01-26,3,0,6
Taita Taveta,Contagious Ecthyma,Sheep,Clinical,,2024-04-13,2024-04-13,5,0,20
Taita Taveta,Dehorning,Cattle,Clinical,Intensive,2024-07-18,2024-07-18,1,0,1
Taita Taveta,Demedicosis,Goats,Clinical,Mixed,2024-02-25,2024-02-25,2,0,37
Taita Taveta,Diarrhoea,Goats,Clinical,Extensive,2024-02-10,2024-02-10,2,10,9
Taita Taveta,Diarrhoea,Goats,Clinical,Extensive,2024-02-12,2024-02-12,1,0,79
Taita Taveta,Diarrhoea,Goats,Clinical,Extensive,2024-06-05,2024-06-05,1,0,4
Taita Taveta,Diarrhoea,Goats,Clinical,Intensive,2024-02-14,2024-02-14,2,0,2
Taita Taveta,Dog Bite,Sheep,Clinical,Mixed,2024-08-29,2024-08-29,1,0,100
Taita Taveta,Dystocia,Cattle,Clinical,Extensive,2024-07-07,2024-07-07,1,0,0
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-05-28,2024-05-28,1,0,0
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-06-25,2024-06-25,1,0,1
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-07-13,2024-07-13,1,0,0
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-07-26,2024-07-26,1,0,1
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-07-04,2024-07-04,0,0,1
Taita Taveta,Dystocia,Cattle,Clinical,Intensive,2024-07-07,2024-07-07,1,0,0
Taita Taveta,Dystocia,Goats,Clinical,Extensive,2024-03-08,2024-03-08,1,0,9
Taita Taveta,East Coast Fever,Cattle,Clinical,Mixed,2024-09-21,2024-09-21,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,,2024-01-11,2024-01-26,0,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,,2024-01-11,2024-01-30,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,,2024-01-12,2024-01-28,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,,2024-01-09,2024-01-12,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,,2024-01-09,2024-01-21,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-02-11,2024-02-11,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-02-13,2024-02-13,2,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-02-02,2024-02-02,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-02-23,2024-02-23,1,0,6
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-03-07,2024-03-07,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-04-13,2024-04-13,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-04-15,2024-04-15,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-04-20,2024-04-20,1,0,7
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-05-20,2024-05-20,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-06-15,2024-06-15,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-06-16,2024-06-16,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-06-29,2024-06-29,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-06-30,2024-06-30,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-11,2024-07-11,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-13,2024-07-13,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-14,2024-07-14,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-17,2024-07-17,4,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-19,2024-07-19,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-26,2024-07-26,1,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-27,2024-07-27,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-03,2024-07-03,1,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-07-08,2024-07-08,2,0,14
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-08-12,2024-08-12,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-08-25,2024-08-25,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-10,2024-09-10,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-13,2024-09-13,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-16,2024-09-16,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-18,2024-09-18,2,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-23,2024-09-23,3,0,6
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Extensive,2024-09-05,2024-09-05,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-01-02,2024-01-30,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-10-21,2024-10-21,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-10-07,2024-10-07,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-10,2024-11-10,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-12,2024-11-12,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-18,2024-11-18,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-25,2024-11-25,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-26,2024-11-26,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-28,2024-11-28,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-11-29,2024-11-29,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-01,2024-12-01,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-10,2024-12-10,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-12,2024-12-12,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-13,2024-12-13,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-14,2024-12-14,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-16,2024-12-16,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-17,2024-12-17,3,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-28,2024-12-28,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-31,2024-12-31,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-12-05,2024-12-05,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-02-16,2024-02-16,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-02-20,2024-02-20,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-02-09,2024-02-09,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-03-12,2024-03-12,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-03-28,2024-03-28,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-03-07,2024-03-07,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-04-29,2024-04-29,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-11,2024-05-11,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-22,2024-05-22,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-25,2024-05-25,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-28,2024-05-28,2,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-29,2024-05-29,2,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-05-31,2024-05-31,3,0,6
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-10,2024-06-10,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-11,2024-06-11,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-15,2024-06-15,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-18,2024-06-18,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-21,2024-06-21,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-24,2024-06-24,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-26,2024-06-26,2,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-27,2024-06-27,2,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-28,2024-06-28,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-29,2024-06-29,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-30,2024-06-30,2,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-04,2024-06-04,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-01,2024-07-01,3,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-12,2024-07-12,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-13,2024-07-13,2,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-14,2024-07-14,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-15,2024-07-15,2,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-17,2024-07-17,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-18,2024-07-18,2,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-02,2024-07-02,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-21,2024-07-21,2,0,7
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-22,2024-07-22,0,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-24,2024-07-24,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-27,2024-07-27,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-30,2024-07-30,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-06,2024-07-06,2,0,15
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-08,2024-07-08,4,0,37
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-07-09,2024-07-09,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-01,2024-08-01,2,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-10,2024-08-10,3,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-11,2024-08-11,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-18,2024-08-18,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-02,2024-08-02,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-21,2024-08-21,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-28,2024-08-28,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-31,2024-08-31,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-04,2024-08-04,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-08,2024-08-08,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-09-16,2024-09-16,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-09-20,2024-09-20,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-10,2024-01-30,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-23,2024-01-21,2,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-10-08,2024-10-08,2,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-12-11,2024-12-11,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-12-13,2024-12-13,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-12-06,2024-12-06,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-02,2024-02-02,2,0,10
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-26,2024-02-26,4,0,21
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-29,2024-02-29,0,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-04-27,2024-04-27,0,0,20
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-05-22,2024-05-22,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-05-05,2024-05-05,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-14,2024-06-14,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-16,2024-06-16,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-02,2024-06-02,1,0,4
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-21,2024-06-21,1,0,0
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-06-22,2024-06-22,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-07-12,2024-07-12,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-07-15,2024-07-15,2,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-07-20,2024-07-20,1,0,2
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-07-25,2024-07-25,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-07-08,2024-07-08,1,0,15
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-08-11,2024-08-11,1,0,3
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-08-02,2024-08-02,1,0,1
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-08-21,2024-08-21,1,0,5
Taita Taveta,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-08-28,2024-08-28,2,0,10
Taita Taveta,East Coast Fever(ECF),Cattle,Post Mortem,Intensive,2024-06-14,2024-06-14,0,0,0
Taita Taveta,Ehrlichiosis,Dogs,Clinical,Mixed,2024-02-01,2024-02-01,2,4,4
Taita Taveta,Enteritis,Cattle,Clinical,Extensive,2024-07-06,2024-07-06,1,0,21
Taita Taveta,Enteritis,Cattle,Clinical,Extensive,2024-08-12,2024-08-12,1,0,0
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-12-16,2024-12-16,1,0,1
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-02-05,2024-02-05,1,0,0
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-07-12,2024-07-12,1,0,1
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-07-14,2024-07-14,1,0,0
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-07-26,2024-07-26,1,0,5
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-08-22,2024-08-22,1,0,0
Taita Taveta,Enteritis,Cattle,Clinical,Intensive,2024-08-05,2024-08-05,1,0,0
Taita Taveta,Enteritis,Cattle,Clinical,Mixed,2024-07-01,2024-07-01,1,0,1
Taita Taveta,Enteritis,Goats,Clinical,Intensive,2024-03-24,2024-03-24,1,0,3
Taita Taveta,Enteritis 0,Goats,Clinical,Extensive,2024-06-15,2024-06-15,1,0,5
Taita Taveta,Enterotoxaemia,Cattle,Clinical,Extensive,2024-05-29,2024-05-29,1,0,1
Taita Taveta,Enterotoxaemia,Goats,Clinical,Extensive,2024-01-16,2024-01-29,5,31,31
Taita Taveta,Enterotoxaemia,Goats,Clinical,Extensive,2024-06-05,2024-06-05,2,50,50
Taita Taveta,Enterotoxaemia,Sheep,Clinical,Extensive,2024-01-22,2023-01-27,3,30,30
Taita Taveta,Entritis,Cattle,Clinical,Extensive,2024-05-26,2024-05-26,1,0,3
Taita Taveta,Entritis,Cattle,Clinical,Extensive,2024-06-23,2024-06-23,1,0,5
Taita Taveta,Entritis,Cattle,Clinical,Extensive,2024-07-14,2024-07-14,1,0,0
Taita Taveta,Entritis,Cattle,Clinical,Intensive,2024-08-13,2024-08-13,1,0,1
Taita Taveta,Ephemeral Fever,Cattle,Clinical,Mixed,2024-01-05,2024-01-30,3,0,231
Taita Taveta,Eye Infection,Goats,Clinical,Extensive,2024-04-23,2024-04-23,5,0,121
Taita Taveta,Eye Infection,Goats,Clinical,Extensive,2024-07-02,2024-07-02,1,0,5
Taita Taveta,Eye Infection,Goats,Clinical,Extensive,2024-07-07,2024-07-07,1,0,6
Taita Taveta,Eye Infection,Goats,Clinical,Extensive,2024-08-01,2024-08-01,1,0,14
Taita Taveta,Eye Infection,Goats,Clinical,Mixed,2024-02-29,2024-02-29,1,0,3
Taita Taveta,Eye Infection,Goats,Clinical,Mixed,2024-09-01,2024-09-01,1,0,15
Taita Taveta,Eye Infection/Keratoconjunctivitis,Goats,Clinical,Extensive,2024-06-19,2024-06-19,2,0,18
Taita Taveta,Eye infection,Goats,Clinical,Extensive,2024-10-08,2024-10-08,3,0,35
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-11-10,2024-11-10,1,0,0
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-11-25,2024-11-25,1,0,1
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-11-06,2024-11-06,1,0,4
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-12-14,2024-12-14,1,0,4
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2023-12-30,2023-12-30,1,0,2
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-06-16,2024-06-16,1,0,1
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-07-02,2024-07-02,1,0,2
Taita Taveta,Foot Rot,Cattle,Clinical,Intensive,2024-07-03,2024-07-03,1,0,2
Taita Taveta,Foot Rot,Goats,Clinical,Mixed,2024-05-29,2024-05-29,1,0,1
Taita Taveta,Foot Rot,Sheep,Clinical,Intensive,2024-06-29,2024-06-29,1,0,4
Taita Taveta,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-01-30,2024-01-31,2,0,25
Taita Taveta,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-10-21,2024-10-21,2,0,15
Taita Taveta,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-02-03,2024-02-03,0,489,489
Taita Taveta,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-07-26,2024-07-26,5,0,26
Taita Taveta,Foot rot,Cattle,Clinical,Extensive,2024-06-16,2024-06-16,1,0,0
Taita Taveta,Foot rot,Cattle,Clinical,Intensive,2024-07-04,2024-07-04,1,0,2
Taita Taveta,Foot rot,Goats,Clinical,Extensive,2024-06-24,2024-06-24,2,0,0
Taita Taveta,Footrot,Cattle,Clinical,Extensive,2024-06-13,2024-06-13,1,0,4
Taita Taveta,Footrot,Cattle,Clinical,Intensive,2024-07-04,2024-07-04,2,0,2
Taita Taveta,Footrot,Cattle,Clinical,Intensive,2024-07-06,2024-07-06,1,0,1
Taita Taveta,Footrot,Cattle,Clinical,Intensive,2024-08-10,2024-08-10,1,0,3
Taita Taveta,Footrot,Goats,Clinical,Extensive,2024-12-15,2024-12-15,3,0,24
Taita Taveta,Footrot,Goats,Clinical,Extensive,2024-04-24,2024-04-24,1,0,50
Taita Taveta,Fowl Pox,Chicken,Clinical,Extensive,2024-07-13,2024-07-13,4,0,16
Taita Taveta,Fowl Pox,Chicken,Clinical,Intensive,2024-02-05,2024-02-05,1,0,14
